CreatedAt,UserName,Text,Link,Type,Bets%,Handle%,Line
"September 15, 2025 at 10:50PM",@PatrickE_Vegas,"NFL Odds Week 3: The Chiefs are still seeking their first win, hoping to get it on the road in SNF vs. the New York Giants.

From @SuperBookNV's John Murray (@vegasmurray):

""We opened Chiefs -5.5, after being up at -6/-6.5 on the lookahead. It's a slight downgrade for Kansas",https://twitter.com/PatrickE_Vegas/status/1967798169250803910,NEWS,,,
"September 15, 2025 at 10:50PM",@PatrickE_Vegas,"Complete @VegasInsider NFL Week 3 Odds & Action Report:

https://t.co/SRXFH03666",https://twitter.com/PatrickE_Vegas/status/1967798170928419307,NEWS,,,
"September 15, 2025 at 10:52AM",@WagerTalk,"RT @ArielEpstein: 4-0 pick em week 😍 

Shout out to the crew on @WagerTalk Last Call today 💰 https://t.co/7lhTOWYGxK",https://twitter.com/WagerTalk/status/1967617615964373450,NEWS,,,
"September 15, 2025 at 10:58PM",@dolocole,"Ugly. Script is 1 dog 1 fav but unfortunately got the reverse

4-5

KBO, NPB, CPBL https://t.co/xIoQ6KJoTj https://t.co/GiRB3kdXbN",https://twitter.com/dolocole/status/1967800275726635223,SPLITS,,,
"September 15, 2025 at 11:01AM",@WagerTalk,WagerTalk Today | Free Sports Picks | Bucs vs Texans | Chargers vs Raiders | 9/15 https://t.co/nMdC5EeICD,https://twitter.com/WagerTalk/status/1967619864153211004,NEWS,,,
"September 15, 2025 at 11:11AM",@DaveMasonBOL,"@drizz_kartel good morning:
1. Live parlays = as of last week looking good for this week launch. Bro not online atm but I'll ask for another update this week. fingers crossed
2. Post monthly = tomorrow",https://twitter.com/DaveMasonBOL/status/1967622318290878775,NEWS,,,
"September 15, 2025 at 11:14AM",@DaveMasonBOL,"Heads-up to the handful of people who already bet Wednesday's Lynx - Valkyries WNBA game:

There is a venue change, so bets on original market have been no-actioned and a new market has opened.",https://twitter.com/DaveMasonBOL/status/1967623127808258451,NEWS,,,
"September 15, 2025 at 11:17AM",@DaveMasonBOL,"NFL Week 1 Sunday was a loser for the house
NFL Week 2 Sunday was a loser for the house (Enjoy your winnings!)

Us: https://t.co/v331j0HKM0",https://twitter.com/DaveMasonBOL/status/1967623877523357769,NEWS,,,
"September 15, 2025 at 11:19AM",@BFawkes22,"Full story on @YahooSports:

https://t.co/Oz6dxZg3KQ",https://twitter.com/BFawkes22/status/1967624267396518021,NEWS,,,
"September 15, 2025 at 11:24AM",@DaveMasonBOL,@DiscGawlfer No complaints for CFB start.,https://twitter.com/DaveMasonBOL/status/1967625702204997858,NEWS,,,
"September 15, 2025 at 11:32AM",@Bambino_Bets,"Plays of the Day

Justin Herbert Rushing Over 15.5
CJ Stroud Rushing Over 10.5
CJ Stroud Pass Attempts Over 32.5
Nick Chubb Rushing Under 52.5
Ka’imi Fairbairn FGs Made Over 1.5
Emeka Egbuka Receiving Over 51.5
Herbert 220+ Passing/Jakobi Meyers 40+ Receiving 

7 PODs; 8 with the https://t.co/LKWyymHIAs",https://twitter.com/Bambino_Bets/status/1967627489196249158,SPLITS,,,
"September 15, 2025 at 11:33AM",@Bambino_Bets,@Dgordooooo Yes all straight. 1 parlay is at the bottom that is all. Goodluck!,https://twitter.com/Bambino_Bets/status/1967627811092594905,NEWS,,,
"September 15, 2025 at 11:37AM",@WagerTalk,RT @JoMaddenSports: We have a Double header tonight in MNF  - Make sure you join me live at 6pm et with @PrezWagerTalk and @RossBenjamin1 o…,https://twitter.com/WagerTalk/status/1967628883437687058,SPLITS,,,
"September 15, 2025 at 11:38AM",@SBD,"Most bet on #NFL Anytime TD Scorers tonight at @DKSportsbook 🏈

Bucs vs Texans:
1. Bucky Irving (-105)
2. Mike Evans (+150)
3. Nico Collins (+135)

Chargers vs Raiders:
1. Ladd McConkey (+160)
2. Ashton Jeanty (-105)
3. Omarion Hampton (-120) https://t.co/Z7IyLmBwec",https://twitter.com/SBD/status/1967629123972632620,SPLITS,,,
"September 15, 2025 at 11:58AM",@DaveMasonBOL,"NFL Week 3:

MIA +13 @ BUF
IND -3 @ TEN
ATL -3.5 @ CAR
LV +5.5 @ WAS
GB -9 @ CLE
CIN +3.5 @ MIN
LAR +3.5 @ PHI
PIT -1 @ NE
NYJ +7 @ TB
HOU +1.5 @ JAX
DEN +2.5 @ LAC
NO +7.5 @ SEA
DAL +1.5 @ CHI
AZ +1.5 @ SF
KC -6 @ NYG
DET +6 @ BAL

You top early play is ___________.",https://twitter.com/DaveMasonBOL/status/1967634213852880936,NEWS,,,
"September 15, 2025 at 12:08PM",@dolocole,"NfL, MLB, Tennis betting splits for 09/15 📊 

Bracco bettors were the only ones on the NFL under last night. Wondering how sharp the book is https://t.co/1T18uG9NbE",https://twitter.com/dolocole/status/1967636692283928643,NEWS,,,
"September 15, 2025 at 12:23AM",@SurvivorAtlas,@dwpoker tyvm we reviewing all of them now manually,https://twitter.com/SurvivorAtlas/status/1967459332397969915,SPLITS,,,
"September 15, 2025 at 12:28PM",@dolocole,@TKGGpix Yesterday is what I was talking about,https://twitter.com/dolocole/status/1967641754477396351,NEWS,,,
"September 15, 2025 at 12:29PM",@dolocole,@TKGGpix Ah I see they on under. Doesn't mean anything. That was just one game they were right on,https://twitter.com/dolocole/status/1967642051992031355,SPLITS,,,
"September 15, 2025 at 12:34AM",@SurvivorAtlas,@Mizzou_Soldier @LastMenPod Thanksgiving got its first plot twist,https://twitter.com/SurvivorAtlas/status/1967461908040351858,NEWS,,,
"September 15, 2025 at 12:41PM",@SBD,When bro who doesn’t want to make a parlay for tonight https://t.co/jLMXOI0qBO,https://twitter.com/SBD/status/1967644861512991000,NEWS,,,
"September 15, 2025 at 12:48PM",@BFawkes22,"One bettor at @BetMGM this offseason wagered $50,000 on the Cincinnati Bengals to win  Super Bowl 60 at 20-1 odds.

It's one of five reported seven-figure liability Super Bowl wagers at sportsbooks.

Bengals now 50-1 to win Super Bowl after Joe Burrow injury",https://twitter.com/BFawkes22/status/1967646664111657393,NEWS,,,
"September 15, 2025 at 12:58PM",@WagerTalk,"Will we continue to see OVERS cash in the NFL? 🤔

@teddy_covers https://t.co/6KpwRlYZ2r",https://twitter.com/WagerTalk/status/1967649281856376939,NEWS,,,
"September 15, 2025 at 12:58PM",@WagerTalk,"Watch the week 3 Opening Line Report with @teddy_covers & @kellyinvegas here ⤵️

https://t.co/E8gl9MUhEw",https://twitter.com/WagerTalk/status/1967649283668398427,SPLITS,,,
"September 16, 2025 at 06:32AM",@BFawkes22,"Best NFL teams against the spread this season:

49ers 2-0 ATS
Bengals  2-0 ATS 
Bills 2-0 ATS
Bucs 2-0 ATS
Cardinals 2-0 ATS 
LA Chargers 2-0 ATS
Colts 2-0 ATS
Eagles 2-0 ATS
Packers 2-0 ATS
LA Rams 2-0 ATS",https://twitter.com/BFawkes22/status/1967914376629018825,NEWS,,,
"September 16, 2025 at 06:39AM",@BFawkes22,"Best NFL teams against the spread this season:

49ers 2-0 ATS
Bills 2-0 ATS
Bucs 2-0 ATS
LA Chargers 2-0 ATS
Colts 2-0 ATS
Packers 2-0 ATS
LA Rams 2-0 ATS",https://twitter.com/BFawkes22/status/1967916153965253089,SPLITS,,,
"September 16, 2025 at 07:06AM",@SBD,Waking up today after staying up til 1 am to watch your Monday Night Football bets https://t.co/RoHklUt4KT,https://twitter.com/SBD/status/1967922941431017922,NEWS,,,
"September 16, 2025 at 07:16AM",@BFawkes22,"Worst NFL teams against the spread  this season:

Chiefs 0-2 ATS
Saints 0-2 ATS
Steelers 0-2 ATS
Bears 0-2 ATS
Broncos 0-2 ATS
Dolphins 0-2 ATS
Texans 0-2 ATS",https://twitter.com/BFawkes22/status/1967925486832763240,SPLITS,,,
"September 16, 2025 at 07:30AM",BetMGMNews,"Updated Super Bowl betting at @BetMGM 

Highest Ticket% 🎟️
1. Bills 10.6%
2. Lions 10.4%
3. Ravens 9.0%

Highest Handle% 💰
1. Bills 13.3%
2. Eagles 11.0%
3. Lions 10.9% https://t.co/kjlIP1vzrH",https://twitter.com/BetMGMNews/status/1967928958332309775,SPLITS,,,
"September 16, 2025 at 07:39AM",@WagerTalk,"🤑 5️⃣ DON'T miss out on your chance to take advantage of $5 TUESDAY! Use the link below to grab NFL, CFB, MLB and other premium plays for just FIVE BUCKS EACH until midnight tonight when prices go back to normal 💰

$5 PICKS 👉 https://t.co/5bGVfUe90f https://t.co/p6jKJNihu5",https://twitter.com/WagerTalk/status/1967931420078407886,SPLITS,,,
"September 16, 2025 at 07:45AM",BetMGMNews,"""The @packers have looked like one of the best teams in football after impressive wins against two playoff teams from last year. Green Bay has quickly moved from +2000 to +650 to win the Super Bowl. Since Week 1, 29% of money (most) is on the Cheeseheads to lift the Lombardi",https://twitter.com/BetMGMNews/status/1967932731897024900,NEWS,,,
"September 16, 2025 at 08:00AM",BetMGMNews,"Updated AFC and NFC Conference betting at @BetMGM 

AFC
▪️ Favorite: Bills +210
▪️ Highest Ticket%: Bills 16.2%
▪️ Highest Handle%: Bills 23.3%
▪️ Biggest Liability: Broncos

NFC
▪️ Favorite: Packers +325
▪️ Highest Ticket%: Lions 20.4%
▪️ Highest Handle%: Lions 26.5%
▪️ Biggest https://t.co/vow5y9jsMz",https://twitter.com/BetMGMNews/status/1967936516539482213,NEWS,,,
"September 16, 2025 at 08:00AM",@WagerTalk,Beat the Books! Your Daily MLB Betting Fix - Predictions & Best Bets for September 16 | Total Bases https://t.co/LWs7np5rDg,https://twitter.com/WagerTalk/status/1967936541818491356,SPLITS,,,
"September 16, 2025 at 08:34AM",@dolocole,@TTelford84 https://t.co/3RTIDMVaDs,https://twitter.com/dolocole/status/1967945178557317522,NEWS,,,
"September 16, 2025 at 12:55AM",@dolocole,@uchibangbang I’ll send it in the morning,https://twitter.com/dolocole/status/1967829783825486276,SPLITS,,,
"September 16, 2025 at 09:40AM",BetMGMNews,"BetMGM Doubles Down on Entertainment with New Casino Series “No Limit” and “Roommates Show” Sponsorship with @BetterCollectiv.

https://t.co/y0IAZ5Yhhf",https://twitter.com/BetMGMNews/status/1967961815872311647,SPLITS,,,
"September 16, 2025 at 09:42AM",@SBD,"1. Romy Gonzalez (+625 ⚡️)
2. 👀👀👀
3. 🔥🔥🔥

@zachreger18 gives you his best MLB home run picks today for Dinger Tuesday 🔽
https://t.co/Ka5kiAR2xd",https://twitter.com/SBD/status/1967962345025728898,SPLITS,,,
"September 16, 2025 at 10:09AM",BetMGMNews,"Champions League soccer is back⚽

Arsenal (-130)🔴most bet team to win at @BetMGM

Most bet anytime goalscorers🎟️
1. Viktor Gyökeres +145
2. Kylian Mbappé -175
3. Vinícius Júnior +150
4. Richarlison +135
5. Serhou Guirassy +170 https://t.co/RlJdEe5c8n",https://twitter.com/BetMGMNews/status/1967968970985836646,SPLITS,,,
"September 16, 2025 at 10:15AM",@BFawkes22,"The Notre Dame Fighting Irish are 0-2, which means Notre Dame UNDER 10.5 bettors are already winners ✅

83% of $$ at @BetMGM was on the OVER 10.5 in preseason",https://twitter.com/BFawkes22/status/1967970649697370248,NEWS,,,
"September 16, 2025 at 10:28AM",@SurvivorAtlas,@8ManRotation @LastMenPod @SurvivorSweat Nice scene. The QB news is the only real survivor spice of the season so far,https://twitter.com/SurvivorAtlas/status/1967973861808619669,SPLITS,,,
"September 16, 2025 at 10:43AM",BetMGMNews,"NFL MVP Award betting data from @BetMGM🏈

Josh Allen  & Lamar Jackson (+325) are now cofavorites with Jordan Love & Justin Hebert right behind (+800) https://t.co/RJbwBBLfrQ",https://twitter.com/BetMGMNews/status/1967977717598654652,SPLITS,,,
"September 16, 2025 at 11:01AM",@WagerTalk,WagerTalk Today | Free Sports Picks | NFL Week 3 Predictions | MLB Picks Today | 9/16/25 https://t.co/XShqI9DGTD,https://twitter.com/WagerTalk/status/1967982071105905013,SPLITS,,,
"September 16, 2025 at 11:03AM",@PatrickE_Vegas,@xrpnikeryan @Chilis That's what my daughter would be ordering.,https://twitter.com/PatrickE_Vegas/status/1967982794380021942,NEWS,,,
"September 16, 2025 at 11:04AM",@PatrickE_Vegas,"@DealTheCards15 @Chilis Just lucky. It's a WTH kind of play. Although I will say, when it comes to fourth quarter/overtime TDs, Mayfield is pretty good.",https://twitter.com/PatrickE_Vegas/status/1967982933148647437,SPLITS,,,
"September 16, 2025 at 11:06AM",@SurvivorAtlas,"Opening Survivor pulse via Yahoo

Our Circa rendition drops in ~1hr https://t.co/3pGipgDgI3",https://twitter.com/SurvivorAtlas/status/1967983476461969753,SPLITS,,,
"September 16, 2025 at 11:11AM",@SBD,The OVER went 10-6 in #NFL Week 2 this week https://t.co/XWHfHU62nT,https://twitter.com/SBD/status/1967984573805113462,SPLITS,,,
"September 16, 2025 at 11:14AM",BetMGMNews,"Tuesday MLB betting at @BetMGM 

Most bet teams🎟️
1. Chicago Cubs +110
2. Milwaukee Brewers -250
3. Detroit Tigers -145
4. Los Angeles Dodgers -135
5. Atlanta Braves -145

Most bet teams💰
1. New York Yankees -160
2. Toronto Blue Jays -110
3. New York Mets -125
4. Cincinnati Reds https://t.co/5lEB3hC4oh",https://twitter.com/BetMGMNews/status/1967985455686631862,SPLITS,,,
"September 16, 2025 at 11:19AM",BetMGMNews,"Tuesday MLB betting at @BetMGM 

Most bet teams🎟️
1. Chicago Cubs +110
2. Milwaukee Brewers -250
3. Detroit Tigers -145
4. Los Angeles Dodgers -135
5. Atlanta Braves (Game 1) -145

Most bet teams💰
1. New York Yankees -160
2. Toronto Blue Jays -110
3. New York Mets -125
4. https://t.co/UtHmwF2QAh",https://twitter.com/BetMGMNews/status/1967986662643744884,SPLITS,,,
"September 16, 2025 at 11:55AM",@Bambino_Bets,"It was a good day in the NFL.

It will be a Great day for baseball. I love what I see on the board!

Like this post and I’ll send you my best bets!",https://twitter.com/Bambino_Bets/status/1967995750325137895,SPLITS,,,
"September 16, 2025 at 12:00PM",@SurvivorAtlas,"tuesday projections for w3 #CircaSurvivor 

SEA 39%
TB 19%
BUF 15%
GB 10%
ATL 6%

..",https://twitter.com/SurvivorAtlas/status/1967997092670107738,SPLITS,,,
"September 16, 2025 at 12:03PM",@SurvivorAtlas,"The rest are on the website

While you're there, connect your Discord to your Survivor Atlas account to access our new private discord channel.",https://twitter.com/SurvivorAtlas/status/1967997708444246419,SPLITS,,,
"September 16, 2025 at 12:09PM",@PatrickE_Vegas,"NFL Odds Week 3: Cowboys vs. Bears among the noteworthy matchups on another 16-game slate.

From @SuperBook vice president John Murray (@vegasmurray):

""Dallas was extremely fortunate to win [in Week 2]. But there is a downgrade to Chicago based off that defensive performance in",https://twitter.com/PatrickE_Vegas/status/1967999223007514818,NEWS,,,
"September 16, 2025 at 12:09PM",@PatrickE_Vegas,"Updated @VegasInsider NFL Week 3 Odds & Action Report:

https://t.co/SRXFH03666",https://twitter.com/PatrickE_Vegas/status/1967999224534159810,NEWS,,,
"September 16, 2025 at 12:04PM",@dolocole,"MLB, WNBA, ATP, WTA betting splits for 09/16 📊 https://t.co/eouEp8b5WP",https://twitter.com/dolocole/status/1967998077324931087,SPLITS,,,
"September 16, 2025 at 12:23PM",@dolocole,@uchibangbang NFL https://t.co/KNadwVKzbj,https://twitter.com/dolocole/status/1968002845678133635,SPLITS,,,
"September 16, 2025 at 12:27PM",@dolocole,@uchibangbang NFL https://t.co/a8vX5OzAJe,https://twitter.com/dolocole/status/1968003947656016238,SPLITS,,,
"September 16, 2025 at 12:38PM",@PatrickE_Vegas,"College Football Odds Week 4: A week ago, South Carolina vs. Missouri was a lot more appetizing. With Gamecocks QB LaNorris Sellers potentially out, not so much.

From @BorgataSports' Tom Gable (@tgablesports):

""Missouri opened as an 11.5-point home favorite and was quickly bet",https://twitter.com/PatrickE_Vegas/status/1968006597982163043,SPLITS,,,
"September 16, 2025 at 12:38PM",@PatrickE_Vegas,"Full @VegasInsider College Football Week 4 Odds & Action Report, touching on a handful of notable matchups:

https://t.co/2BoWRnWqKF",https://twitter.com/PatrickE_Vegas/status/1968006599643107718,NEWS,,,
"September 16, 2025 at 12:39PM",@SurvivorAtlas,@TheSteveCohen21 We sense a wave of SEA exuberance forming,https://twitter.com/SurvivorAtlas/status/1968006723375092077,SPLITS,,,
"September 16, 2025 at 12:39PM",@SurvivorAtlas,@PSpiteriTLP and Rattler is like a smidge better than people think. just a smidge,https://twitter.com/SurvivorAtlas/status/1968006911586119851,SPLITS,,,
"September 16, 2025 at 12:39PM",@WagerTalk,WNBA Playoffs Picks and Predictions | Dream vs Fever | Aces vs Storm | Profit Picks 9/16 https://t.co/v9vfAXPuwA,https://twitter.com/WagerTalk/status/1968006796179837247,SPLITS,,,
"September 16, 2025 at 12:53PM",@dolocole,@edbrol_ EFL cup betting splits https://t.co/zawFNMCbTQ,https://twitter.com/dolocole/status/1968010331005079882,SPLITS,,,
"September 16, 2025 at 01:01PM",@SurvivorAtlas,Game Winning Drive https://t.co/XIXKRPVTCF,https://twitter.com/SurvivorAtlas/status/1968012360192495690,SPLITS,,,
"September 16, 2025 at 01:03PM",@SBD,"MLB NRFI Betting Splits for September 16th at
@DKSportsbook ⚾️ https://t.co/EhK5FSmIrH",https://twitter.com/SBD/status/1968012758378783024,NEWS,,,
"September 16, 2025 at 01:20PM",@PatrickE_Vegas,"Week 2 of @CircaSports Circa Survivor was slightly bumpier than Week 1. Still, the key favorites won, and 89.1% of the original field remains alive.

From Circa director of sportsbook operations @JeffreyBenson12:

""Favorites continue to win at a shocking rate. But with this",https://twitter.com/PatrickE_Vegas/status/1968017268224430386,SPLITS,,,
"September 16, 2025 at 01:20PM",@PatrickE_Vegas,"Updated @VegasInsider Circa Survivor Report:

https://t.co/POQHUGdiJU",https://twitter.com/PatrickE_Vegas/status/1968017269725990947,NEWS,,,
"September 16, 2025 at 01:49PM",@WagerTalk,"@LinoG3 Can you send us a screenshot and the error to support@wagertalk.com, please?",https://twitter.com/WagerTalk/status/1968024567781494913,SPLITS,,,
"September 16, 2025 at 02:17PM",@PatrickE_Vegas,CORRECTION: 90.6% of the original field remains alive!,https://twitter.com/PatrickE_Vegas/status/1968031497971257668,NEWS,,,
"September 16, 2025 at 02:13PM",@BFawkes22,Favorites of at least 4.5 points are 12-0 SU (7-5 ATS) through the first two weeks of the 2025-26 NFL season,https://twitter.com/BFawkes22/status/1968030418797735987,SPLITS,,,.5
"September 16, 2025 at 02:31PM",@PatrickE_Vegas,@djsuperfly @SNFonNBC You're just a magnet for New Wave rock stars.,https://twitter.com/PatrickE_Vegas/status/1968034984545169473,SPLITS,,,
"September 16, 2025 at 02:37PM",@SBD,"Bills -12.5 vs the Dolphins 🦬
Packers -8.5 @ the Browns 🧀 
Cardinals -1.5 @ the 49ers 👀

See all the opening NFL odds for Week 3 👇

https://t.co/lMEQ4AunW0",https://twitter.com/SBD/status/1968036415222292575,SPLITS,,,
"September 16, 2025 at 03:11PM",@PatrickE_Vegas,"World Series Odds: For a good chunk of the season, the Dodgers were solid favorites. L.A. is still on top, but it's a crowded field eyeing a title run.

From @BetMGM trader Hal Egeland:

""The Dodgers are still favorites for a reason. But the rest of the league has certainly",https://twitter.com/PatrickE_Vegas/status/1968045177752391820,SPLITS,,,
"September 16, 2025 at 03:11PM",@PatrickE_Vegas,"Updated @VegasInsider World Series Odds & Action Report:

https://t.co/w1OzYjuyuI",https://twitter.com/PatrickE_Vegas/status/1968045179249848403,SPLITS,,,
"September 16, 2025 at 03:19PM",@SurvivorAtlas,@brad_szalach Staring at those the most 🤝,https://twitter.com/SurvivorAtlas/status/1968047168507555846,SPLITS,,,.5
"September 16, 2025 at 03:21PM",@SurvivorAtlas,"@goldenstatedan I could see them 20%, but who does it come from?",https://twitter.com/SurvivorAtlas/status/1968047488939790806,SPLITS,,,
"September 16, 2025 at 03:21PM",@Bambino_Bets,"Road to $10,000 Challenge

Braves -1.5

$105 to get us to $205 into Day 2.

I have 5 best bets as well, if I wasn’t able to send them to you I am posting them here now!",https://twitter.com/Bambino_Bets/status/1968047736001007834,SPLITS,,,.5
"September 16, 2025 at 03:24PM",@Bambino_Bets,"Bambino’s Best Bets

Zebby Matthews Strikeouts Over 5.5
Chris Sale Strikeouts Over 8.5
Merrill Kelly Pitcher Outs Over 17.5
MacKenzie Gore Strikeouts Under 5.5
Athletics/Red Sox Under 8.5

10k challenge below! Please let me know if you’re tailing and Goodluck folks! https://t.co/Ent7qrKIPL",https://twitter.com/Bambino_Bets/status/1968048368044871882,SPLITS,3,,.5
"September 16, 2025 at 03:28PM",@DaveMasonBOL,"Early NFL Week 3 bet count

79% BUF -11.5 v MIA
77% IND -3.5 @ TEN
84% ATL -5 @ CAR
67% WAS -3.5 v LV
74% GB -7.5 @ CLE
51% CIN +3 @ MIN
56% LAR +3 @ PHI
67% PIT -1.5 @ NE
54% NYJ +7 @ TB
60% HOU +1.5 @ JAX
83% LAC -2.5 v DEN
57% SEA -7.5 v NO
70% DAL pk @ CHI",https://twitter.com/DaveMasonBOL/status/1968049459935502603,SPLITS,,,
"September 16, 2025 at 03:28PM",@DaveMasonBOL,"64% SF -1.5 v AZ
75% KC -6 @ NYG
57% DET +5 @ BAL",https://twitter.com/DaveMasonBOL/status/1968049462464614496,SPLITS,,,
"September 16, 2025 at 03:27PM",@SurvivorAtlas,"@CircaSports our journey to ship both Circa Survivor contests keeps rolling

https://t.co/RyudQzpoYx",https://twitter.com/SurvivorAtlas/status/1968049140727988450,NEWS,,,
"September 16, 2025 at 03:28PM",@SurvivorAtlas,@PSpiteriTLP We want the the biscuits,https://twitter.com/SurvivorAtlas/status/1968049387806024103,SPLITS,,,
"September 16, 2025 at 03:44PM",@SurvivorAtlas,"@CircaSports Imagine being the Steelers guy at this moment

💸 🔥 ☠️ https://t.co/AeUMd15esG",https://twitter.com/SurvivorAtlas/status/1968053340606173250,SPLITS,,,
"September 16, 2025 at 03:45PM",@WagerTalk,"Will the Bills light up the scoreboard against Miami on Thursday? 🦬

@BryanPower_Wins https://t.co/EgSE08SdYu",https://twitter.com/WagerTalk/status/1968053610962674097,NEWS,,,
"September 16, 2025 at 04:16PM",@SurvivorAtlas,@Maurici07859070 thank you,https://twitter.com/SurvivorAtlas/status/1968061513605976105,NEWS,,,
"September 16, 2025 at 04:19PM",@SurvivorAtlas,"@theycallmeBigE Thanks Erik that dog was ruff..

but perhaps a providential sign that the dogs will bark in week 3",https://twitter.com/SurvivorAtlas/status/1968062147700969874,NEWS,,,
"September 16, 2025 at 04:18PM",@SBD,"📢 GET YOUR CFB PICKS NOW 📢

@SBD_Chris has the best Week 4 College Football early picks to make this week ⬇️

https://t.co/hRacRU8IDc",https://twitter.com/SBD/status/1968061832683233435,SPLITS,,,
"September 16, 2025 at 04:55PM",@dolocole,@terrenceATL https://t.co/3OyBLr9yiB,https://twitter.com/dolocole/status/1968071219674223026,NEWS,,,
"September 16, 2025 at 04:55PM",@dolocole,@DaRealTeeKay_ https://t.co/ZvTSllcTOg,https://twitter.com/dolocole/status/1968071369075446022,NEWS,,,
"September 16, 2025 at 05:26PM",@SurvivorAtlas,@musselsmarinar VERY intrigued,https://twitter.com/SurvivorAtlas/status/1968079005284004315,SPLITS,,,
"September 16, 2025 at 05:42PM",@SuperBookNV,@Pennys2Vegas All domestic,https://twitter.com/SuperBookNV/status/1968083016674316455,SPLITS,,,
"September 16, 2025 at 05:40PM",@DaveMasonBOL,"$10,000 limits for tonight's DWCS. Someone give me a winner: https://t.co/tTc0hL8gTk",https://twitter.com/DaveMasonBOL/status/1968082554474594600,SPLITS,,,
"September 16, 2025 at 05:40PM",@BettingSplits,"DraftKings Betting Splits for All Sports Tuesday 9/16 

Provided by DraftKings Sportsbook https://t.co/IaBxOODybN",https://twitter.com/BettingSplits/status/1968082621621211535,SPLITS,,,
"September 16, 2025 at 05:41PM",@BettingSplits,"Circa Sports Betting Splits for All Sports Tuesday 9/16

Provided by Circa Sports https://t.co/PYYp0Isi1T",https://twitter.com/BettingSplits/status/1968082753255248229,NEWS,,,
"September 16, 2025 at 06:30PM",@SurvivorAtlas,@PossiblyRubies Starting to see it your way.. If BUF is 25% which teams does that come out of?,https://twitter.com/SurvivorAtlas/status/1968095199055450230,SPLITS,,,
"September 16, 2025 at 06:38PM",@SurvivorAtlas,@PossiblyRubies Thanks for sharing 🫡,https://twitter.com/SurvivorAtlas/status/1968097118960357582,SPLITS,,,
"September 16, 2025 at 06:35PM",@WagerTalk,"🤑 🚨 OFFER EXPIRING TODAY! You have until MIDNIGHT tonight to get a FREE month of premium plays from ANY WagerTalk handicapper! All you have to do is purchase a 90-day package from them at normal price! Access below 💰

👉 https://t.co/wchpLHA9ZX https://t.co/7oliuzkbnR",https://twitter.com/WagerTalk/status/1968096312345366645,SPLITS,,,.5
"September 16, 2025 at 06:36PM",@WagerTalk,"🏈Football’s Early-Season Profit Leaders! Who’s cashing tickets👇
NFL:
🥇 @JesseSchule: +20.65u | 85.7% (12-2)
🥈 @lasvegascris: +11.06u | 59.1% (26-18)
🥉 bet365 Syndicate: +10.82u | 63.2% (24-14)
College Football:
🥇 @Greek_Gambler: +68.04u | 58.9% (86-60-3)
🥈 @MarcoInVegas: https://t.co/AXmKx0nJJd",https://twitter.com/WagerTalk/status/1968096752910696590,NEWS,,,
"September 16, 2025 at 06:55PM",@PatrickE_Vegas,"College Football Odds Week 4: Michigan vs. Nebraska piques early interest on the short road favorite Wolverines.

From @BorgataSports sportsbook director Tom Gable (@tgablesports):

""Michigan took some early money laying the 1.5, and the line now sits at Wolverines -2.5.""

Much",https://twitter.com/PatrickE_Vegas/status/1968101363537399822,SPLITS,,,
"September 16, 2025 at 06:55PM",@PatrickE_Vegas,"Updated @VegasInsider College Football Week 4 Odds & Action Report:

https://t.co/2BoWRnWqKF",https://twitter.com/PatrickE_Vegas/status/1968101365361807782,SPLITS,,,
"September 16, 2025 at 07:48PM",@WagerTalk,RT @JoeRaineri: I couldn't disagree more with @PrezWagerTalk on fading this NFL Team. Even @artdice21 had trouble wrapping his head around…,https://twitter.com/WagerTalk/status/1968114804377506103,SPLITS,,,
"September 16, 2025 at 09:01PM",@PatrickE_Vegas,"Super Bowl Odds: Bills remain at the top of the board, and in fact shortened a bit @BetMGM. But the Packers are the real mover of the first two weeks.

From trading manager Christian Cipollini:

""The Packers have looked like one of the best teams in football, after impressive",https://twitter.com/PatrickE_Vegas/status/1968133238779678916,NEWS,,,
"September 16, 2025 at 09:01PM",@PatrickE_Vegas,"Updated @VegasInsider Super Bowl Odds & Action Report:

https://t.co/lviii3jHNb",https://twitter.com/PatrickE_Vegas/status/1968133240461602867,SPLITS,,,
"September 16, 2025 at 09:53PM",@dolocole,"KBO, NPB, CPBL, ATP, WTA betting splits 📊 https://t.co/HHWRldM78E",https://twitter.com/dolocole/status/1968146291151737187,SPLITS,,,
"September 16, 2025 at 09:57PM",@dolocole,@JudCrumb https://t.co/n21DdzScJ1,https://twitter.com/dolocole/status/1968147267296354334,SPLITS,,,
"September 17, 2025 at 08:00AM",BetMGMNews,"Updated World Series betting at @BetMGM 

Highest Ticket% 🎟️
1. Dodgers 11.5%
2. Phillies 10.2%
3. Tigers 9.2%

Highest Handle% 💰
1. Dodgers 19.4%
2. Brewers 10.9%
3. Phillies 9.4% https://t.co/nDRNjFYDr2",https://twitter.com/BetMGMNews/status/1968298902270197768,SPLITS,,,
"September 17, 2025 at 08:00AM",@WagerTalk,Beat the Books! Your Daily MLB Betting Fix - Predictions & Best Bets for September 17 | Total Bases https://t.co/ptW8TGVmlm,https://twitter.com/WagerTalk/status/1968298949221208148,SPLITS,,,
"September 17, 2025 at 08:15AM",BetMGMNews,".@BlueJays odds to win American League at @BetMGM 

+2500: Open

+400: Last week

+300: Now 📈

Blue Jays favorites to win AL. https://t.co/B2niuOMHT4",https://twitter.com/BetMGMNews/status/1968302669766049866,SPLITS,,,
